COEFFICIENTS,EV_DEN,EV_FGRAPH
-1,"[-2.57825565 -2.         -1.73044889 -1.53208889 -0.76995215 -0.46499307
 -0.34729636  0.97483906  1.87938524  2.5688107   4.        ]","[-2.57825565 -2.         -1.73044889 -1.53208889 -0.76995215 -0.46499307
 -0.34729636  0.97483906  1.87938524  2.5688107   4.        ]"
0,"[-2.48119430e+00 -2.14288326e+00 -2.00000000e+00 -1.56681976e+00
 -6.97252867e-01 -6.88892183e-01  5.47496271e-16  1.17008649e+00
  1.28903194e+00  2.70078320e+00  4.41714075e+00]","[-2.61803399 -2.56219648 -1.61803399 -1.59690666 -0.76571849 -0.38196601
  0.40525403  0.61803399  0.9835981   2.59078483  4.94518467]"
1,"[-2.55266412 -2.1178876  -1.80193774 -1.71377945 -0.70733007 -0.44504187
 -0.35684603  1.2469796   1.40100424  2.61895853  4.4285445 ]","[-2.69559281e+00 -2.00000000e+00 -1.72580793e+00 -1.49836926e+00
 -1.00000000e+00 -6.93829785e-01 -1.66515578e-16  9.17513044e-01
  1.00000000e+00  2.71399081e+00  4.98209593e+00]"
0,"[-2.47244848 -2.2469796  -1.91484254 -1.62702515 -0.57085116 -0.55495813
 -0.33934991  0.80193774  1.61308034  2.70662591  4.60481099]","[-3.01038789e+00 -2.09320227e+00 -2.00000000e+00 -1.46819829e+00
 -5.15002312e-01 -4.41833096e-16 -2.58306865e-17  1.22930349e-16
  1.25267861e+00  2.52432941e+00  5.30978274e+00]"
0,"[-2.48627190e+00 -2.00000000e+00 -2.00000000e+00 -1.56155281e+00
 -1.00000000e+00 -8.22187068e-01  1.64519858e-16  1.00000000e+00
  1.69749801e+00  2.56155281e+00  4.61096096e+00]","[-2.59228044e+00 -2.00000000e+00 -2.00000000e+00 -1.85138402e+00
 -1.30277564e+00 -6.97547915e-16  2.17419443e-16  1.00000000e+00
  1.08969087e+00  2.30277564e+00  5.35397358e+00]"
1,"[-2.8510355  -2.07063021 -1.80193774 -1.29846428 -1.         -0.66151512
 -0.44504187  1.2469796   1.46489145  2.32807777  5.08867589]","[-2.87938524 -2.66295035 -1.71326266 -1.42326192 -0.93602146 -0.65270364
 -0.46441771  0.53208889  1.24357272  2.45314801  6.50319335]"
0,"[-2.71602418 -2.         -1.77465177 -1.         -1.         -1.
 -0.40361882  1.21087089  1.76149685  2.51616212  4.4057649 ]","[-2.68825483 -2.13242982 -1.79627269 -1.40942406 -1.13545116 -0.47594806
 -0.40532472  1.26793244  1.60376321  2.27447912  4.89693056]"
0,"[-2.88690648 -1.80193774 -1.76542648 -1.13574655 -1.         -0.57264161
 -0.44504187  1.2469796   1.53411907  2.61441662  4.21218543]","[-2.93727751 -1.80193774 -1.68889409 -1.35426085 -0.89572658 -0.56991586
 -0.44504187  1.2469796   1.45770292  2.49036436  4.49800761]"
0,"[-2.50076864 -2.14407311 -2.         -1.1797935  -1.         -0.82670404
 -0.34508368  1.02854168  1.91018896  2.44661668  4.61107565]","[-2.57861818 -2.07537461 -1.80193774 -1.67680664 -0.92932684 -0.75031269
 -0.44504187  1.2469796   1.33684457  2.32417172  5.34942267]"
-1,"[-2.50076864 -2.14407311 -2.         -1.1797935  -1.         -0.82670404
 -0.34508368  1.02854168  1.91018896  2.44661668  4.61107565]","[-2.78679258 -2.08520896 -1.7210833  -1.33727252 -1.         -0.67128126
 -0.46801689  0.7899676   1.45533387  2.47807396  5.34628009]"
1,"[-2.53786825 -2.19601899 -1.80193774 -1.26159458 -1.         -0.84573523
 -0.44504187  1.2469796   1.81766153  2.40254897  4.62100654]","[-2.37288932 -2.2469796  -1.94510979 -1.35758903 -1.         -0.6916284
 -0.55495813  0.80193774  1.53973328  2.45445745  5.37302582]"
1,"[-2.60517476 -2.15182891 -1.80057437 -1.30182464 -1.         -0.67657082
 -0.23791229  1.00575551  1.99488991  2.33733262  4.43590773]","[-2.48530976 -2.19711382 -1.85631191 -1.36517711 -1.15540235 -0.53431459
 -0.24711971  0.9673927   1.48899709  2.35287662  5.03148284]"
0,"[-2.7699493  -2.11021137 -1.57523488 -1.15804242 -1.         -0.68775251
 -0.34726087  1.22244834  1.69923017  2.51136871  4.21540414]","[-2.59352959 -2.16867169 -1.5721353  -1.45977396 -0.90190418 -0.70381529
 -0.33839646  1.19537584  1.45192515  2.5792856   4.51163988]"
-1,"[-2.49899952 -2.15469208 -2.         -1.34302363 -1.         -0.66467094
 -0.29473069  1.14522006  1.79506864  2.36004335  4.65578482]","[-2.83691445 -2.28877186 -1.92877996 -1.48565849 -0.87882526 -0.60569198
 -0.20587775  0.86644272  1.30011798  2.50722762  5.55673142]"
0,"[-2.43913757 -2.27092245 -1.86032512 -1.46516317 -1.         -0.50127311
 -0.18015228  1.2526781   1.39799382  2.6635598   4.40274198]","[-3.04076993 -2.1924845  -1.50719151 -1.50097191 -0.55345496 -0.46525911
 -0.27493127  0.57766547  1.63442512  2.43555508  4.88741752]"
1,"[-2.43913757 -2.27092245 -1.86032512 -1.46516317 -1.         -0.50127311
 -0.18015228  1.2526781   1.39799382  2.6635598   4.40274198]","[-2.81847134 -1.61803399 -1.56365233 -1.47283391 -1.37423266 -0.46259842
 -0.41951575  0.61803399  1.28849113  2.93543233  4.88738094]"
0,"[-2.61803399 -2.         -1.61803399 -1.47283391 -0.61803399 -0.46259842
 -0.38196601  0.61803399  1.61803399  2.93543233  4.        ]","[-2.61803399 -2.         -1.61803399 -1.47283391 -0.61803399 -0.46259842
 -0.38196601  0.61803399  1.61803399  2.93543233  4.        ]"
1,"[-2.78395919 -2.30277564 -1.27743656 -1.         -1.         -1.
 -1.          1.30277564  2.          2.          5.06139576]","[-3.30277564e+00 -1.73205081e+00 -1.73205081e+00 -1.40512484e+00
 -1.00000000e+00 -1.00000000e+00  6.09510948e-16  3.02775638e-01
  1.73205081e+00  1.73205081e+00  6.40512484e+00]"
1,"[-2.69851614 -2.28677575 -1.         -1.         -1.         -1.
 -1.          1.21204514  2.          2.3665307   4.40671605]","[-2.58343513 -1.95429524 -1.73205081 -1.5002258  -1.         -1.
 -0.46866636  1.29060676  1.73205081  2.31665981  4.89935597]"
1,"[-2.40009843 -2.30277564 -2.         -1.         -1.         -1.
 -0.3442466   1.30277564  2.          2.07257125  4.67177378]","[-2.73205081e+00 -2.56155281e+00 -2.00000000e+00 -1.00000000e+00
 -1.00000000e+00 -8.10821027e-01 -2.26371278e-16  7.32050808e-01
  1.56155281e+00  2.19688678e+00  5.61393425e+00]"
-1,"[-2.50785771 -2.50701864 -1.29656933 -1.         -1.         -1.
 -0.4326712   1.22187616  2.02500989  2.28514248  4.21208835]","[-2.67513087+0.00000000e+00j -2.33055622+0.00000000e+00j
 -1.53918887+0.00000000e+00j -1.        -5.55111512e-17j
 -1.        +5.55111512e-17j -0.8461379 +0.00000000e+00j
 -0.42807963+0.00000000e+00j  1.21431974+0.00000000e+00j
  2.        +0.00000000e+00j  2.10702332+0.00000000e+00j
  4.49775043+0.00000000e+00j]"
-1,"[-2.50701864 -2.38789332 -1.55474885 -1.         -1.         -1.
 -0.69360977  1.22187616  2.01818231  2.28514248  4.61806963]","[-2.94882836 -2.25983505 -1.50764797 -1.         -1.         -1.
 -0.2627507   0.78281568  1.6659262   2.16601268  5.36430752]"
1,"[-2.47283391 -2.         -2.         -1.46259842 -1.         -1.
 -0.61803399  1.61803399  1.93543233  2.          5.        ]","[-3.09763636 -2.2067779  -1.73205081 -1.52360343 -1.         -0.84610212
 -0.55715858  1.04790136  1.73205081  2.01742101  6.16595602]"
1,"[-2.47283391 -2.         -2.         -1.46259842 -1.         -1.
 -0.61803399  1.61803399  1.93543233  2.          5.        ]","[-2.51257202e+00 -2.17144897e+00 -1.86664328e+00 -1.66564928e+00
 -1.27548851e+00 -8.89527347e-01  1.41303769e-16  9.49657079e-01
  1.44859385e+00  1.82014880e+00  6.16292969e+00]"
-1,"[-2.28282131 -2.22875804 -1.86881102 -1.64144729 -1.         -0.94428898
 -0.382477    1.58160259  1.80403285  2.14000618  4.82296201]","[-2.5559006  -1.92703617 -1.68814382 -1.52559467 -1.39316507 -1.06214954
 -0.2509664   0.91204637  1.7212676   1.95268258  5.81695972]"
-1,"[-2.28282131 -2.22875804 -1.86881102 -1.64144729 -1.         -0.94428898
 -0.382477    1.58160259  1.80403285  2.14000618  4.82296201]","[-3.11047546 -2.42951149 -2.08775632 -1.21681255 -0.79991414 -0.61397914
 -0.12060527  0.95886778  1.53461487  2.04725329  5.83831844]"
1,"[-2.329048   -2.21218161 -1.91893605 -1.5021984  -1.         -0.83043441
 -0.38267584  1.55038081  1.82453535  2.16528823  4.63526992]","[-2.3790712  -2.26996319 -1.94925033 -1.43273555 -0.87462734 -0.76243197
 -0.57638517  1.22975926  1.45946028  2.12334229  5.43190292]"
0,"[-2.32890578 -2.23866901 -1.87011441 -1.48172121 -1.         -0.81444534
 -0.23663611  1.48047269  1.74257038  2.33448621  4.41296257]","[-2.52810053 -2.41669055 -1.65012521 -1.49233073 -1.11854706 -0.59840084
 -0.19434747  1.31986485  1.62424635  2.12924762  4.92518359]"
1,"[-2.30277564 -2.27850144 -2.         -1.41171811 -1.         -0.56658312
 -0.30130787  1.30277564  1.66177697  2.48316184  4.41317174]","[-2.49730825 -2.3299586  -1.60289681 -1.50745888 -1.15469091 -0.60997578
 -0.20271056  0.9560087   1.52352377  2.49974125  4.92572606]"
1,"[-2.47283391 -2.19662746 -1.75540675 -1.46259842 -1.         -1.
 -0.22126001  1.50714748  1.93543233  2.          4.66614674]","[-3.00000000e+00 -2.30277564e+00 -1.73205081e+00 -1.50381919e+00
 -1.00000000e+00 -7.75824990e-01 -3.45022374e-16  1.30277564e+00
  1.68533830e+00  1.73205081e+00  5.59430588e+00]"
-1,"[-2.50141108 -2.14906081 -1.90688099 -1.31949669 -1.         -0.67748075
 -0.12137685  1.38039113  1.65494466  2.43082815  4.20954322]","[-2.69962815e+00 -2.23606798e+00 -2.03949368e+00 -1.00000000e+00
 -8.54318907e-01 -7.60876722e-01 -3.59179130e-16  1.40708627e+00
  1.46050487e+00  2.23606798e+00  4.48672631e+00]"
1,"[-2.33217945 -2.         -1.85620407 -1.82166377 -1.0717669  -0.84616909
 -0.24717521  1.48819977  1.88745966  2.17963309  4.61986597]","[-2.74565133e+00 -2.51257202e+00 -1.86664328e+00 -1.37452515e+00
 -8.89527347e-01 -4.53676030e-01  5.45299910e-17  1.19426180e+00
  1.44859385e+00  1.82014880e+00  5.37959071e+00]"
-1,"[-2.36125216 -2.23606798 -2.         -1.         -1.         -1.
 -0.78433302  1.35157188  2.          2.23606798  4.79401329]","[-3.00000000e+00 -2.60968419e+00 -1.41421356e+00 -1.39800581e+00
 -1.00000000e+00 -4.81554098e-01  2.48467410e-16  8.00436161e-01
  1.41421356e+00  2.00000000e+00  5.68880794e+00]"
1,"[-2.36125216 -2.23606798 -2.         -1.         -1.         -1.
 -0.78433302  1.35157188  2.          2.23606798  4.79401329]","[-2.60968419 -2.         -1.56155281 -1.41421356 -1.39800581 -1.
 -0.4815541   0.80043616  1.41421356  2.56155281  5.68880794]"
0,"[-2.70053987 -2.29706854 -1.49920764 -1.44649704 -1.         -0.37080024
 -0.17543884  1.01917705  1.28967479  2.74208719  4.43861314]","[-2.75309634 -1.93286941 -1.53312397 -1.4256815  -1.23043109 -0.4526539
 -0.14293627  0.5571315   1.11548506  2.75854503  5.03963088]"
0,"[-2.52382233 -2.         -2.         -1.44942054 -0.75362656 -0.44423489
 -0.13154249  0.64008755  1.63576325  2.8157106   4.2110854 ]","[-2.46250719e+00 -2.20203824e+00 -2.00000000e+00 -1.44965839e+00
 -7.67799523e-01 -3.73195972e-01  4.52633324e-16  5.40159379e-01
  1.45406503e+00  2.76740302e+00  4.49357190e+00]"
0,"[-2.66543600e+00 -2.14046097e+00 -1.81811512e+00 -1.49602027e+00
 -9.37840828e-01 -5.48904917e-01 -5.05739658e-16  7.60017613e-01
  1.55450308e+00  2.64442991e+00  4.64782749e+00]","[-3.31933294e+00 -2.19934178e+00 -1.57926247e+00 -1.39049216e+00
 -9.69235761e-01 -3.31255477e-01 -6.11996241e-16  4.82729069e-01
  1.28586419e+00  2.49046984e+00  5.52985750e+00]"
0,"[-2.91981856e+00 -2.11801517e+00 -1.61803399e+00 -1.41483768e+00
 -9.35851940e-01 -2.53242658e-01  1.18913488e-16  6.18033989e-01
  1.19409661e+00  2.75244432e+00  4.69522508e+00]","[-2.85931740e+00 -2.18433358e+00 -1.61803399e+00 -1.47206451e+00
 -9.48497510e-01 -4.96900438e-01 -4.60900585e-17  4.66956977e-01
  6.18033989e-01  2.75609477e+00  5.73806170e+00]"
0,"[-2.58647580e+00 -2.15722072e+00 -1.81614165e+00 -1.48883310e+00
 -1.00000000e+00 -5.34154623e-01  2.08300842e-16  1.02354379e+00
  1.50050763e+00  2.62276919e+00  4.43600528e+00]","[-2.83279435e+00 -1.93772541e+00 -1.57801909e+00 -1.45066849e+00
 -1.18227554e+00 -5.53924704e-01  2.05602438e-17  8.31675464e-01
  1.07258513e+00  2.59861420e+00  5.03253279e+00]"
0,"[-3.04059487e+00 -1.88678159e+00 -1.80193774e+00 -1.41623790e+00
 -4.45041868e-01 -2.18454926e-01 -9.57035839e-18  3.50946567e-17
  1.24697960e+00  2.90099492e+00  4.66107436e+00]","[-2.87938524e+00 -2.16806851e+00 -1.64516671e+00 -1.27961019e+00
 -1.00000000e+00 -6.52703645e-01 -7.70371978e-34  4.04071041e-01
  5.32088886e-01  3.11052542e+00  5.57824896e+00]"
0,"[-2.60112492 -2.35937939 -1.7300081  -1.45441571 -0.60741574 -0.41643246
 -0.25575538  0.81273521  1.39249937  2.80568156  4.41361555]","[-2.82811199 -1.93967558 -1.59447953 -1.47419584 -1.         -0.48433735
 -0.14464121  0.6407915   0.9524863   2.94487181  4.92729188]"
0,"[-2.79979792 -2.04277824 -1.80193774 -1.46426704 -0.70151426 -0.44504187
 -0.09692406  0.83653621  1.2469796   2.85159805  4.41714726]","[-2.72424726 -2.2469796  -1.85553323 -1.45302337 -0.57012026 -0.55495813
  0.209304    0.66254887  0.80193774  2.78580215  4.9452691 ]"
0,"[-2.44129091 -2.16699852 -1.85670475 -1.56688863 -1.         -0.51491605
 -0.29311107  1.3543217   1.52309559  2.55969556  4.40279709]","[-2.91255381 -1.9402403  -1.60158131 -1.49002448 -1.1441304  -0.42566802
 -0.30166604  0.82227118  1.610166    2.49593577  4.88749142]"
1,"[-2.48254695 -2.12015105 -1.79768316 -1.59016934 -1.         -0.66103423
 -0.22414918  1.36139093  1.63733718  2.46035541  4.4166504 ]","[-2.71907342 -2.         -1.73565854 -1.42148432 -1.18060063 -0.60856256
 -0.19920691  0.84609931  1.62195847  2.45957329  4.93695531]"
0,"[-2.52503728 -2.2841552  -1.7745068  -1.55275866 -0.72751993 -0.41531112
 -0.30673379  0.81213514  1.72226322  2.64190721  4.40971721]","[-2.84653295 -2.1504769  -1.73352131 -1.57863209 -0.64408375 -0.41149836
 -0.16682885  0.57266156  1.5208872   2.52310998  4.91491547]"
0,"[-2.53787707 -2.22134874 -1.71255139 -1.59006344 -0.90989299 -0.63138508
 -0.30078528  0.978698    1.79595998  2.5039074   4.62533861]","[-2.44950617e+00 -2.20681098e+00 -2.00000000e+00 -1.41823571e+00
 -9.37586360e-01 -6.90961343e-01 -2.69095897e-16  1.98499603e-01
  1.76191653e+00  2.34758314e+00  5.39510129e+00]"
-1,"[-2.34931104 -2.         -2.         -1.78017185 -0.8238321  -0.61803399
 -0.15139401  1.56232692  1.61803399  2.33101571  4.21136637]","[-2.48119430e+00 -2.08838110e+00 -2.00000000e+00 -1.65076258e+00
 -7.38092439e-01 -6.88892183e-01 -8.70499471e-17  1.17008649e+00
  1.64801937e+00  2.33437732e+00  4.49483943e+00]"
0,"[-2.68056103e+00 -2.00000000e+00 -2.00000000e+00 -1.75178764e+00
 -1.00000000e+00 -4.14213562e-01 -8.45606526e-17  1.00000000e+00
  1.33757408e+00  2.41421356e+00  5.09477460e+00]","[-3.73205081e+00 -2.66907909e+00 -1.83579326e+00 -1.00000000e+00
 -8.48061130e-01 -2.67949192e-01  3.39579962e-16  5.23976397e-01
  1.06795474e+00  2.14510269e+00  6.61589965e+00]"
1,"[-2.68056103e+00 -2.00000000e+00 -2.00000000e+00 -1.75178764e+00
 -1.00000000e+00 -4.14213562e-01 -8.45606526e-17  1.00000000e+00
  1.33757408e+00  2.41421356e+00  5.09477460e+00]","[-3.73205081e+00 -1.83579326e+00 -1.79128785e+00 -1.00000000e+00
 -1.00000000e+00 -8.48061130e-01 -2.67949192e-01 -1.29327405e-16
  1.06795474e+00  2.79128785e+00  6.61589965e+00]"
0,"[-2.45193865 -2.19815012 -1.93142324 -1.67275084 -1.         -0.3663372
 -0.03925178  0.81868121  1.6621778   2.51948348  4.65950933]","[-3.31534537e+00 -2.39064027e+00 -1.71070711e+00 -1.00000000e+00
 -8.40241923e-01 -3.94302809e-01 -2.29599018e-16  4.39700942e-01
  1.26220374e+00  2.37421598e+00  5.57511681e+00]"
-1,"[-2.49071787 -2.23805197 -1.87495807 -1.55040457 -1.         -0.51075449
 -0.10545266  0.92304122  1.75363479  2.42679529  4.66686832]","[-3.23833885 -2.17616045 -1.49349734 -1.         -1.         -0.81313111
 -0.22168982  0.43202719  1.36962742  2.54827561  5.59288736]"
0,"[-2.81872243 -2.14906081 -1.51037258 -1.31949669 -1.         -0.42624424
 -0.12137685  1.          1.38039113  2.75533925  4.20954322]","[-3.16516695e+00 -2.03949368e+00 -1.58130836e+00 -1.00000000e+00
 -8.54318907e-01 -4.29572175e-01 -9.06491913e-17  5.26654109e-01
  1.40708627e+00  2.64939338e+00  4.48672631e+00]"
1,"[-2.48741114 -2.         -1.94794691 -1.31470409 -1.         -0.41421356
 -0.3550557   0.65680235  2.23876404  2.41421356  4.20955146]","[-2.85546949 -2.         -1.92387677 -1.         -0.85497254 -0.41421356
 -0.35781579  0.53974301  1.96564416  2.41421356  4.48674743]"
1,"[-2.50141108 -2.14906081 -1.90688099 -1.31949669 -1.         -0.67748075
 -0.12137685  1.38039113  1.65494466  2.43082815  4.20954322]","[-2.92698556e+00 -2.03949368e+00 -1.94035487e+00 -1.00000000e+00
 -8.54318907e-01 -6.99127780e-01  4.82708395e-17  1.14325322e+00
  1.40708627e+00  2.42321500e+00  4.48672631e+00]"
0,"[-2.53693798 -2.19662746 -1.75540675 -1.65725176 -1.         -0.48162755
 -0.22126001  1.1938276   1.50714748  2.4819897   4.66614674]","[-3.38657666e+00 -2.07710208e+00 -1.50381919e+00 -1.00000000e+00
 -1.00000000e+00 -7.75824990e-01 -7.75473491e-17  1.87356497e-01
  1.68533830e+00  2.27632225e+00  5.59430588e+00]"
0,"[-2.90700485e+00 -2.00000000e+00 -1.75235750e+00 -1.56155281e+00
 -1.00000000e+00 -3.07386653e-01 -1.82130294e-16  1.00000000e+00
  1.03619288e+00  2.56155281e+00  4.93055613e+00]","[-3.73205081 -2.         -1.85007487 -1.19638348 -1.         -0.41421356
 -0.26794919  0.46483071  1.22281038  2.41421356  6.35881724]"
0,"[-2.46410162e+00 -2.27092245e+00 -2.00000000e+00 -1.46516317e+00
 -1.00000000e+00 -1.80152279e-01  5.50319364e-17  1.00000000e+00
  1.25267810e+00  2.66355980e+00  4.46410162e+00]","[-3.25597614 -2.         -1.66160042 -1.4981237  -1.         -0.33129925
  0.46307721  0.47390542  1.          2.61149367  5.19852321]"
0,"[-2.88067140e+00 -2.00000000e+00 -1.74571500e+00 -1.54557329e+00
 -6.47009109e-01 -4.23979181e-01  1.09401310e-16  3.52046209e-01
  1.41723514e+00  2.84053619e+00  4.63313044e+00]","[-2.36690985e+00+0.00000000e+00j -2.00000000e+00-1.73336302e-16j
 -2.00000000e+00+1.73336302e-16j -2.00000000e+00+0.00000000e+00j
 -7.32050808e-01+0.00000000e+00j -4.99600361e-16+0.00000000e+00j
 -2.40305912e-16+0.00000000e+00j  4.10939704e-17+0.00000000e+00j
  9.33014155e-01+0.00000000e+00j  2.73205081e+00+0.00000000e+00j
  5.43389569e+00+0.00000000e+00j]"
0,"[-2.49200125e+00 -2.00000000e+00 -2.00000000e+00 -1.35789512e+00
 -6.18033989e-01 -3.72874165e-01 -3.10135184e-16 -7.18753540e-17
  1.61803399e+00  3.01021624e+00  4.21255429e+00]","[-2.48119430e+00+0.00000000e+00j -2.18609985e+00+0.00000000e+00j
 -2.00000000e+00+0.00000000e+00j -1.34243641e+00+0.00000000e+00j
 -6.88892183e-01+0.00000000e+00j -5.32054019e-17-4.00711417e-17j
 -5.32054019e-17+4.00711417e-17j  1.73422837e-19+0.00000000e+00j
  1.17008649e+00+0.00000000e+00j  3.02962440e+00+0.00000000e+00j
  4.49891186e+00+0.00000000e+00j]"
