"COEFFICIENT_DEN","DEN_EIGEN1","DEN_EIGEN2","DEN_EIGEN3","DEN_EIGEN4","DEN_EIGEN5","DEN_EIGEN6","DEN_EIGEN7","DEN_EIGEN8","DEN_EIGEN9","DEN_EIGEN10","DEN_EIGEN11"
1,-2.5070186440929763,-2.3878933244227656,-1.5547488476843487,-1.0000000000000002,-0.9999999999999996,-0.999999999999999,-0.6936097731387886,1.2218761622631926,2.0181823134558057,2.285142481829786,4.618069631790098
1,-2.4728339089952556,-1.9999999999999996,-1.9999999999999996,-1.4625984229747742,-1.0000000000000007,-1.0000000000000002,-0.618033988749895,1.6180339887498947,1.935432331970029,1.9999999999999982,5.000000000000001
1,-2.28282131208378,-2.2287580386325456,-1.8688110151421697,-1.6414472885038185,-0.9999999999999997,-0.9442889845388078,-0.3824769955544627,1.5816025945788394,1.8040328461918287,2.1400061801079895,4.82296201357693
1,-2.329048002088139,-2.212181611096849,-1.918936047009623,-1.5021983981365818,-0.9999999999999991,-0.8304344112183365,-0.38267583565010543,1.5503808059294955,1.8245353464359872,2.1652882326731397,4.6352699201610115
0,-2.328905775859138,-2.238669008537514,-1.8701144127098908,-1.4817212090028256,-0.9999999999999996,-0.8144453428956656,-0.23663610574164834,1.4804726925193346,1.742570381848899,2.3344862111521074,4.412962569226341
1,-2.302775637731994,-2.2785014435837545,-2.0000000000000004,-1.4117181137034862,-0.9999999999999997,-0.5665831245676162,-0.3013078726652737,1.3027756377319948,1.661776969492586,2.4831618408353013,4.413171744192244
1,-2.4728339089952556,-2.1966274574086353,-1.7554067511246911,-1.4625984229747742,-1.,-0.9999999999999998,-0.2212600134468478,1.5071474778234748,1.935432331970031,1.9999999999999987,4.6661467441567
1,-2.501411077741247,-2.1490608087084664,-1.9068809876512183,-1.3194966928474765,-0.9999999999999993,-0.6774807512797766,-0.12137684724656168,1.3803911306642347,1.6549446627065925,2.4308281539656504,4.209543218138267
1,-2.332179449641352,-1.9999999999999993,-1.8562040729364078,-1.8216637715491606,-1.0717668999409786,-0.8461690905829231,-0.2471752137793717,1.4881997686824295,1.8874596649252078,2.1796330934496564,4.619865971372901
1,-2.3612521559998854,-2.236067977499789,-2.0000000000000004,-1.0000000000000016,-0.9999999999999999,-0.9999999999999996,-0.7843330159715568,1.3515718821151763,2.000000000000002,2.23606797749979,4.794013289856267
0,-2.700539872591947,-2.29706853930192,-1.4992076392803266,-1.446497035291035,-0.9999999999999997,-0.3708002412180922,-0.175438839714379,1.019177049194205,1.2896747881044146,2.7420871851542774,4.438613144944804
0,-2.5238223251539686,-2.,-1.9999999999999998,-1.449420540757496,-0.7536265628678184,-0.44423488728940014,-0.13154248800733512,0.6400875546535746,1.6357632487075415,2.8157106031972328,4.211085397517669
0,-2.665435995400277,-2.1404609679899784,-1.8181151209279083,-1.4960202670805338,-0.9378408284915445,-0.548904916892854,-4.0178965905782687e-16,0.7600176132717509,1.5545030805959543,2.644429913436589,4.647827489478804
0,-2.919818564362061,-2.118015165218875,-1.6180339887498953,-1.414837676794606,-0.9358519403339721,-0.25324265781964667,3.3306690738754696e-16,0.618033988749895,1.1940966080952429,2.752444320276193,4.695225076157725
0,-2.586475795862875,-2.157220715102335,-1.8161416517016524,-1.4888331028816053,-0.9999999999999998,-0.5341546232921353,-9.090209975281134e-16,1.0235437945166705,1.5005076285532444,2.6227691895686895,4.436005276202001
0,-3.040594870598957,-1.88678158647357,-1.801937735804839,-1.4162378987714952,-0.4450418679126292,-0.218454925967774,-9.212373065700754e-16,3.3058886869950265e-17,1.2469796037174674,2.9009949185710107,4.661074363240786
0,-2.601124922788381,-2.359379387823889,-1.7300080986343633,-1.4544157055663571,-0.6074157401328107,-0.41643245531971446,-0.2557553815972571,0.8127352077574732,1.392499368718321,2.805681562700902,4.413615552686075
0,-2.799797920454095,-2.0427782387288485,-1.8019377358048343,-1.4642670379328864,-0.7015142598526845,-0.4450418679126293,-0.09692406454856389,0.8365362141597952,1.246979603717465,2.851598045844532,4.417147261512752
0,-2.4412909104124614,-2.166998522591245,-1.8567047468320164,-1.5668886275946297,-1.0000000000000004,-0.5149160526245797,-0.2931110702233377,1.3543216966186302,1.5230955906316705,2.5596955560511945,4.40279708697677
1,-2.482546945329196,-2.120151049396947,-1.7976831618747677,-1.5901693446052132,-0.9999999999999996,-0.6610342299975489,-0.22414918462971722,1.361390927944754,1.6373371780062136,2.46035541120141,4.4166503986810115
0,-2.5250372782500934,-2.2841552047369316,-1.7745067953314988,-1.552758664421159,-0.7275199327065697,-0.415311120551561,-0.3067337912131667,0.8121351391305708,1.7222632237294746,2.641907210938412,4.409717213412523
0,-2.537877074777467,-2.221348736528585,-1.7125513853984387,-1.5900634411188515,-0.9098929928972829,-0.6313850834771992,-0.3007852797785181,0.9786980011879958,1.7959599764570129,2.503907403565751,4.6253386127655824
1,-2.34931104378326,-2.000000000000001,-1.9999999999999993,-1.7801718476070703,-0.8238321034804458,-0.618033988749894,-0.15139400708356213,1.5623269236551118,1.618033988749894,2.331015713256542,4.211366365042682
1,-2.680561032642063,-2.0000000000000004,-1.9999999999999978,-1.7517876444463578,-1.0000000000000002,-0.41421356237309465,2.1933394605181392e-16,0.9999999999999984,1.3375740820732598,2.4142135623730923,5.09477459501516
0,-2.4519386498878704,-2.198150116516775,-1.9314232385494319,-1.672750843396441,-1.0000000000000007,-0.366337196164252,-0.03925177634274413,0.8186812099193786,1.6621777982965615,2.519483483476682,4.659509329164893
1,-2.4907178703996533,-2.2380519662744014,-1.8749580659601621,-1.5504045692025858,-0.9999999999999994,-0.5107544946348912,-0.10545266095347704,0.9230412212224849,1.7536347921737148,2.426795294970228,4.666868319058744
0,-2.8187224286571495,-2.149060808708466,-1.510372583222316,-1.3194966928474763,-0.9999999999999972,-0.4262442376355511,-0.12137684724656167,0.9999999999999998,1.3803911306642365,2.755339249515016,4.209543218138265
1,-2.4874111436711255,-1.9999999999999991,-1.947946913467749,-1.3147040901033848,-0.9999999999999983,-0.41421356237309614,-0.3550556985058268,0.6568023476517363,2.2387640394831805,2.414213562373095,4.2095514586131655
1,-2.5014110777412464,-2.1490608087084655,-1.9068809876512185,-1.3194966928474758,-1.0000000000000007,-0.6774807512797767,-0.12137684724656057,1.3803911306642331,1.6549446627065914,2.43082815396565,4.209543218138268
0,-2.5369379796030893,-2.1966274574086344,-1.7554067511246918,-1.657251763463075,-0.999999999999998,-0.4816275505340173,-0.2212600134468485,1.1938275980385822,1.5071474778234735,2.4819896955615963,4.6661467441567
0,-2.9070048516229803,-1.9999999999999996,-1.7523575037135621,-1.5615528128088292,-1.,-0.3073866533844942,1.2472872491718873e-15,0.999999999999998,1.036192880756344,2.561552812808829,4.930556127964693
0,-2.4641016151377553,-2.270922454034393,-2.0000000000000018,-1.46516317097747,-0.9999999999999994,-0.18015227887771537,1.598713145704917e-17,1.000000000000001,1.252678101604343,2.6635598022852363,4.464101615137757
0,-2.8806713980262195,-2.0000000000000004,-1.7457149991840475,-1.5455732948033523,-0.6470091087638976,-0.42397918144499547,-1.3873397776032428e-17,0.35204620947229914,1.4172351418231268,2.8405361940949527,4.633130436832135
0,-2.4920012479488176,-2.,-1.9999999999999993,-1.357895121043284,-0.6180339887498945,-0.37287416460496753,-8.161037338913911e-17,8.161037338913911e-17,1.618033988749895,3.0102162442518448,4.212554289345224
